docile	形	従順な	docile animal	従順な動物
doctrine	名	教義	legal doctrine	法的教義
dogmatic	形	独断的な	dogmatic view	独断的な見解
domain	名	領域	public domain	公有領域
dominate	動	支配する	dominate a market	市場を支配する
dormant	形	休眠中の	dormant volcano	休眠中の火山
dubious	形	疑わしい	dubious claim	疑わしい主張
duplicate	動	複製する	duplicate a file	ファイルを複製する
duration	名	期間	short duration	短い期間
dwindle	動	減少する	dwindle in number	数が減少する
dynamic	形	動的な	dynamic process	動的な過程
dynasty	名	王朝	ancient dynasty	古代王朝
earnest	形	真剣な	earnest request	真剣な要請
eccentric	形	風変わりな	eccentric genius	風変わりな天才
eclipse	動	覆い隠す	eclipse a rival	ライバルを覆い隠す
ecology	名	生態学	marine ecology	海洋生態学
ecosystem	名	生態系	fragile ecosystem	もろい生態系
edict	名	布告	royal edict	王の布告
elicit	動	引き出す	elicit a response	反応を引き出す
eligible	形	資格のある	eligible voter	資格のある有権者
elevate	動	高める	elevate status	地位を高める
eloquent	形	雄弁な	eloquent speaker	雄弁な話し手
elude	動	逃れる	elude capture	捕獲を逃れる
elusive	形	捉えがたい	elusive concept	捉えがたい概念
embark	動	乗り出す	embark on a project	事業に乗り出す
embed	動	埋め込む	embed a chip	チップを埋め込む
embody	動	体現する	embody an ideal	理想を体現する
emigrate	動	移住する	emigrate to Canada	カナダへ移住する
eminent	形	著名な	eminent scholar	著名な学者
emit	動	放出する	emit radiation	放射線を放出する
empathy	名	共感	show empathy	共感を示す
empirical	形	経験的な	empirical evidence	経験的証拠
empower	動	権限を与える	empower citizens	市民に権限を与える
emulate	動	見習う	emulate a mentor	指導者を見習う
enact	動	制定する	enact a law	法律を制定する
encompass	動	包含する	encompass a range	範囲を包含する
endeavor	名	努力	scientific endeavor	科学的努力
endemic	形	風土性の	endemic disease	風土病
endorse	動	支持する	endorse a candidate	候補を支持する
endow	動	寄贈する	endow a chair	講座を寄贈する
enigma	名	謎	historical enigma	歴史上の謎
enlighten	動	啓発する	enlighten the public	大衆を啓発する
enlist	動	協力を得る	enlist support	支援の協力を得る
ensue	動	続く	chaos will ensue	混乱が続く
entail	動	伴う	entail a risk	リスクを伴う
entity	名	実体	legal entity	法的実体
entrepreneur	名	起業家	young entrepreneur	若い起業家
envision	動	心に描く	envision a future	未来を心に描く
ephemeral	形	つかの間の	ephemeral fame	つかの間の名声
epic	名	叙事詩	national epic	国民叙事詩
episode	名	出来事	a brief episode	短い出来事
epitome	名	典型	epitome of grace	優美の典型
